eng_text,ksl_text
HE CAN HANDLE THAT MACHINE,MACHINE THAT HANDLE HE CAN
HE CAN SEND ME THE MESSAGE PLEASE,POSSIBLE MESSAGE ME HIM SEND PLEASE
HE CARRIED THE PINEAPPLES IN A WHEELBARROW,PAST WHEELBARROW HE USE PINEAPPLE CARRY
HE CHEATED IN HIS EXAMS,PAST EXAM HIS HE CHEAT
HE COLLAPSED WHILE WALKING,PAST HE COLLAPSE TIME HE WALK
HE COVERED A LONG DISTANCE,PAST DISTANCE FAR HIM COVER
HE CUT THE TREE,TREE HE CUT
HE DID DIFFICULT WORK,PAST WORK DIFFICULT HE DO
HE DID NOT ACCEPT MY FACTS,PAST FACT FACT MINE HE ACCEPT NOTHING
HE DISAPPOINTED HIS PARENTS,PAST PARENT HIS HIM DISAPOINT
HE DOES MAGIC,MAGIC HE DO
HE DRIVES A LORRY,LORRY HE DRIVE
HE DRIVES AT A HIGH SPEED,ALWAYS SPEED HIGH HE DRIVE
HE EARN PEANUTS,PEANUT HE EARN
HE EARNS ALOT OF PROFIT,PROFIT ALOT HE EARN
HE ENDURED THE COLD IN THE MORNING,PAST MORNING COLD HE ENDURE
HE ENTERED THE CAVE TO SEARCH FOR GOLD,PAST CAVE HE ENTER GOLD SEARCH
HE FELL DOWN AND BECAME UNCONSCIOUS,PAST TIME HE FALL/UNCONSCIOUS HE BECOME
HE FELT A SENSE OF RELIEF WHEN HE DECIDED TO RELEASE HIS WORRIES,HE RELIEF FINISH TIME  WORRY RELEASE DECIDE
HE FELT A SENSE OF RELIEF WHEN HE DECIDED TO RELEASE HIS WORRIES,TIME WORRY HIS RELEASE DECIDE/RELIEF HE FEEL
HE FELT RELIEVED WHEN HE DECIDED TO RELEASE HIS WORRIES,PAST RELIEF HE FEEL TIME WORRY HIS DECIDE RELEASE
HE FIGHTS FOR THE BEST,ALWAYS BEST HE FOR FIGHT
HE FOUND HIS PEN YESTERDAY,YERTERDAY PEN HIS HIM FIND
HE GAVE THEM GOOD IDEAS,IDEA IDEAGOOD THEM HE GIVE
HE GAVE US HARD LABOUR,LABOUR HARD US HE GIVE
HE GOT A DIRECT TICKET,PAST TICKET DIRECT HE GET
HE GOT A NEGATIVE DEVIATION,DEVIATION NEGATIVE HE GET
HE GOT ANGRY AND BROKE THE TABLE,PAST ANGRY HE BECOME TABLE BREAK
HE GOT ANGRY AND KICKED THE TRASH CAN,PAST TRASH CAN TIME HE ANGRY  KICK
HE GOT ANGRY AND KICKED THE TRASH CAN,PAST HE ANGRY SAME TRASH CAN KICK
HE GOT ANGRY AND KICKED THE TRASHCAN,PAST TRASHCAN TIME ANGRY HE BECOME KICK
HE GOT EMPLOYMENT,PAST EMPLOY HE GET FINISH
HE GRADUATED LAST NIGHT,LAST NIGHT HE GRADUATE
HE GREETED US,PAST US HIM GREET/
HE GUESSED RIGHT,PAST HE RIGHT GUESS TRUE
HE HAD A PERSISTENT COUGH THAT WOULDN'T GO AWAY,HE COUGH PERSISTENT HAVE WHICH AWAY GO IMPOSSIBLE
HE HAD A PERSISTENT COUGH THAT WOULDN'T GO AWAY,PAST COUGH PERSISTENT END NOTHING HE HAVE 
HE HAD BENEFITS,PAST BENEFIT HE HAVE
HE HAD TO BE OPERATED ON WHEN HE WAS SICK,TIME HE SICK /OPERATE FINISH
HE HAD TO BE OPERATED ON WHEN HE WAS SICK,PAST HE SICK OPERATE FINISH
HE HAD TO DISREGARD MY OPINION,PAST OPINION MINE HE DISREGARD HAVE
HE HAS A BALD HEAD,BALD HEAD HE HAVE
HE HAS A COSMETIC SHOP,SHOP COOSMETIC HE HAS
HE HAS A DRIVING LICENCE,DRIVING LICENCE HE HAVE
HE HAS A GOOD HEART,HEART GOOD HE HAVE
HE HAS A LONG NOSE,NOSE LONG HE HAVE
HE HAS A SOLUTION TO EVERYTHING,EVERYTHING HE SOLUTION HAVE
HE HAS BROAD SHOULDERS,SHOULDER BROAD HE HAVE
HE HAS GONE TO DEPOSIT SOME MONEY,MONEY DEPOSIT HE GO
HE HAS HEARING PROBLEMS,PROBLEM HEARING HE HAVE
HE HAS LONG STRIDES,STRIDE STRIDE LONG HE HAVE
HE HAS MONEY,MONEY HE HAVE
HE HAS PINK LIPS,LIP PINK HE HAVE
HE HAS RINGWORMS,RINGWORM HE HAS
HE HAS SET A NICE EXAM,EXAM NICE HE SET FINISH
HE HAS SLEPT A LOT TODAY,TODAY HE SLEEP A LOT
HE HIT HIM WITH A STONE,STONE HIM US HIT
HE IRRIGATES HIS FARM,FARM HIS HE IRRIGATE
HE IS A CREATIVE BOY,BOY THIS CREATIVE
HE IS A FEARLESS BOY,BOY THAT FEAR NOTHING
HE IS A GENEROUS MAN,MAN THAT GENEROUS
HE IS A HOUSE PAINTER,HOUSE PAINTER HE
HE IS A PRINCE,HE PRINCE
HE IS A PRISONER,HE PRISONER
HE IS A REFEREE,HE REFEREE
HE IS A RESPONSIBLE BOY,HE  BOY RESPONSIBLE
HE IS A SELF-RELIANT PERSON,HE SELF RELIANT
HE IS A SHY BOY,HE BOY SHY
HE IS A SINGLE PARENT,HE PARENT SINGLE
HE IS A SINGLE PARENT,PARENT SINGLE HE
HE IS A SUSPECT IN THAT MURDER CASE,MURDER CASE THAT HE SUSPECT
HE IS A TALENTED IN FOOTBALL,HE FOOTBALL TALENT HAVE
HE IS ADDICTED TO ALCOHOL,ALCOHOL HE ADDICT
HE IS ALWAYS THOUGHTLESS,ALWAYS HE THOUGHTLESS
HE IS AN ADDICT,HE ADDICT
HE IS AN ADVOCATE,HE ADVOCATE TRUE
HE IS AN EXPERT IN TEACHING,TEACH HE EXPERT
HE IS AN IDIOT,HE IDIOT
HE IS AS TALL AS AN OSTRICH,HE TALL SAME OSTRICH
HE IS AS UGLY AS A HYENA,HE UGLY SAME HYENA
HE IS CARRYING A HEAVY LOAD,LOAD HEAVY HE CARRY
HE IS COLLECTING RUBBISH USING A RAKE,NOW RUBBISH HE COLLECT RAKE USE
HE IS DRINKING TEA FROM A BIG MUG,MUG BIG HE TEA DRINK USE
HE IS HANDSOME,HE HANDSOME
HE IS HAVING MOUTH SORES,SORE SORE MOUTH HE HAVE
HE IS HIDING BEHIND THE DOOR,NOW DOOR BEHIND HE HIDE
HE IS IN A MEDICAL SCHOOL,NOW SCHOOL MEDICAL HE THERE
HE IS IN GRADE ONE,HE GRADE ONE
HE IS IN POLICE CUSTODY,NOW POLICE CUSTODY HE THERE
HE IS INFECTED WITH HIV AND AIDS,HE HIV SAME AIDS INFECT
HE IS KIND,HE KIND
HE IS LIKELY TO IMPROVE AFTER MEDICATION,HE POSSIBLE IMPROVE TIME MEDICATION TAKE
HE IS LIKELY TO IMPROVE AFTER MEDICATION,HE IMPROVE CAN AFTER MEDICATION
HE IS LOOKING FOR A SHADE,SHADE HE LOOK
HE IS MY ADVISOR,HE ADVISOR MINE
HE IS NEVER SATISFIED,HE SATISFIED NEVER
HE IS NOT YET AN ADULT,ADULT HE NOT YET
HE IS NOW IMPROVING AFTER TAKING MEDICINE,AFTER MEDICINE TAKE FINISH/ NOW HE IMPROVE
HE IS OUR HERDSMAN,HE HERDSMAN OUR
HE IS OUR SCHOOL CHAMPION,SCHOOL OUR HE CHAMPION
HE IS POOR BECAUSE HE DID NOT WORK HARD BEFORE,BEFORE HE WORK HARD NOTHING NOW HE POOR
HE IS PULLING A CART,NOW CART HE PULL
HE IS PUMPING WATER FROM THE WELL,NOW WELL THERE WATER HE PUMP
HE IS REPRESENTING THE MINORITY GROUP,GROUP MINORITY HE REPRESENT
HE IS RETIRED,HE RETIRE FINISH
HE IS RICH,HE RICH
HE IS SET TO LEAVE FOR JAPAN THIS EVENING,EVENING THIS JAPAN HE GO
HE IS SHAKING LIKE A LEAF,NOW HE SHAKE SAME LEAF
HE IS SKILLED,HE SKILL HAVE
HE IS STIRRING TEA,NOW TEA HE STIR
HE IS STUDYING PSYCHOLOGY AT THE UNIVERSITY,NOW UNIVERSITY THERE/ PSYCHOLOGY HE STUDY
HE IS STUPID,STUPID HE
HE IS SULKING BECAUSE HE HAS NOT RECEIVED FOOD,HE FOOD RECEIVE NOTHING NOW HE SULK
HE IS TALKING A LOT OF WISDOM,WISDOM A LOT HE TALK
HE IS TEACHING GRADE ONE CLASS,NOW GRADE ONE CLASS HE TEACH
HE IS THE MOST HANDSOME,HE HANDSOME MOST
"HE IS THIN, HE SHOULD EAT MORE TO GAIN WEIGHT",HE THIN EAT MORE HAVE/WEIGHT GAIN
HE IS TRYING TO STICK THE BROKEN VASE BACK TOGETHER WITH GLUE,VASE BROKEN HE TRY TOGETHER GLUE STICK
HE IS TRYING TO STICK THE BROKEN VASE BACK TOGETHER WITH GLUE,VASE BREAK TOGETHER STICK HE TRY GLUE USE 
HE IS TRYING TO STICK THE BROKEN VASE WITH GLUE,NOW VASE BREAK  STICK HE TRY GLUE USE
HE IS VERY SLIM,HE SLIM SLIM
HE IS VERY THIN AND HAS TO EAT MORE TO GAIN WEIGHT,HE THIN A LOT BUT TIME EAT MORE MUST WEIGHT ADD
HE IS VERY THIN AND HAS TO EAT MORE TO GAIN WEIGHT,HE THIN EAT MORE MUST WEIGHT GAIN
HE IS WALKING LIKE A PEACOCK,PEACOCK SAME HIM WALK
HE IS WALKING SLOWLY,SLOW HE WALK
HE KNOCKED AT THE DOOR,PAST DOOR HE KNOCK
HE LEARNED HOW TO USE CHOPSTICKS WHILE LIVING IN ASIA,TIME  ASIA HE LIVE CHOPSTICK  USE HOW LEARN
HE LEARNED HOW TO USE CHOPSTICKS WHILE LIVING IN ASIA,TIME INDIA HE LIVE CHOPSTICK USE LEARN
HE LEARNT ABOUT NOUNS YESTERDAY,YESTERDAY NOUN HE LEARN
HE LEARNT HOW TO USE A LAPTOP//,PAST LAPTOP USE HE LEARN
HE LIKES GIGGLING,ALWAYS GIGGLE GIGGLE HE LIKE
HE LIVES NEXT TO MY GATE,GATE MINE NEXT HE LIVE
HE LOOKED PALE AND TIRED AFTER STAYING UP ALL NIGHT,TIME NIGHT ALL AWAKE/HE PALE SAME TIRED
HE LOOKED PALE AND TIRED AFTER STAYING UP ALL NIGHT,AFTER NIGHT ALL STAY HE TIRED SAME PALE
HE LOVE DARK TROUSERS,TROUSER TROUSER DARK HE LOVE
HE MADE A NICE DRESS,DRESS NICE HE MAKE
HE MADE A PRESENTATION FOR TWO MINUTES,MINUTE TWO PRESENTATION HE MAKE
HE MADE A QUICK BREAK WHEN HE SAW THE LORRY,PAST TIME LORRY HE SEE HE BREAK FAST
HE MADE NO REMARK,MARK HIM MAKE ZERO
HE MANAGED TO COME OUT OF THE ACCIDENT ALIVE,PAST HE ACCIDENT OUT MANAGE ALIVE COME
HE MANAGED TO COME OUT OF THE ACCIDENT ALIVE,HE ALIVE /MANAGE OUT COME ACCIDENT 
HE MANAGED TO COME OUT OF THE ACCIDENT ALIVE,PAST ACCIDENT HE INVOLVE ALIVE OUT
HE MUST PAY FOR IT, IT HE PAY MUST
HE PLAYS A GUITAR IN THE CLUB,ALWAYS CLUB THERE GUITAR HE PLAY
HE PLAYS FANTASTIC FOOTBALL,ALWAYS FOOTBALL FANTASTIC HE PLAY
HE PREACHED IN THE HALL,PAST HALL HE PREACH
HE PUNCHED HIM ON THE FACE,HE FACE HIS PUNCH
HE PUNCHED HIM ON THE FACE,FACE HIS HE PUNCH
HE REQUESTED PEOPLE TO ASSIST HIM CARRY THE LUGGAGE,LUGGAGE CARRY PEOPLE HE REQUEST HELP
HE SAW TWO BLACK CATS AT NIGHT,TIME NIGHT/CAT TWO BLACK HE SEE
HE SEARCHED FOR HIS KEYS YESTERDAY,YESTERDAY KEY KEY HIS HE SEARCH
HE SENT AN AGENT,PAST AGENT HE SEND
HE SIGNED THE CHEQUE,PAST CHEQUE HE SIGN
HE SLEPT ON THE COUCH,PAST COUCH HE SLEEP
HE STRUGGLED TO OPEN THE CAN,PAST CAN OPEN HE STRUGGLE
HE SUFFERED ON THE CROSS,PAST CROSS THERE HE SUFFER
HE SUGGESTED SURGERY,SURGERY HE SUGGEST
HE SURVEYED HIS LAND IN THE MORNING,MORNING LAND HIS HIM SURVEY
HE TEACHES ENGLISH,ENGLISH HE TEACH
HE THREW A SHARP STONE,PAST STONE SHARP HE THROW
HE TOOK A LOAN FROM THE BANK,PAST BANK THERE LOAN HE TAKE
HE TOOK A SHORT TIME TO TEACH,PAST TEACH TIME SHORT HE TAKE
HE TOOK THE LEAD,PAST LEAD HE TAKE
HE TRAVELLED BY TRAIN FOR THREE HOURS,HOUR THREE TRAIN HE TRAVEL
HE TRAVELLED TO RIFT VALLEY,PAST RIFT VALLEY HE TRAVEL
HE TRAVELS AROUND THE WORLD,ALWAYS WORLD HE TRAVEL
HE USED A HAMMER TO HIT THE NAIL,PAST TIME NAIL HIT HAMMER HE USE
HE USED A PANGA,PANGA HE USE
HE VIEWED THE MOVIE,PAST MOVIE HIM VIEW
HE WALKED WITH DIFFICULTY YESTERDAY,YESTERDAY TIME HE WALK DIFFICULTY  EXPERIENCE
HE WAS A ROLE MODEL TO MANY GENERATIONS,GENERATION MANY HIM ROLE MODE
HE WAS ACCUSED OF MURDER BY THE POLICE,HE MURDER POLICE ACCUSE
HE WAS ARRESTED BECAUSE HE BRIBED A POLICEMAN,PAST HE ARREST WHY/POLICE BRIBE
HE WAS ASKED TO DELIVER HIS SPEECH,SPEECH HIS ASK FINISH DELIVER
HE WAS ASKED TO DELIVER HIS SPEECH,HE SPEECH HIS ASK DELIVER
HE WAS ASKED TO DRAW NICE DIAGRAMS,HE NICE DIAGRAM ASK DRAW
HE WAS ASKED TO DRAW NICE DIAGRAMS,DIAGRAM NICE HE DRAW ASK
HE WAS BEATEN BY MOB,PAST HE MOB BEAT
HE WAS CONGRATULATED FOR FINISHING THE RACE,PAST  RACE FINISH HE CONGRATULATE
HE WAS DEMOTED,PAST HE DEMOTE FINISH
HE WAS DENIED ENTRANCE TO THE UNIVERSITY,PAST UNIVERSITY ENTER HE DENY
HE WAS DISMISSED FROM WORK,PAST WORK HE DISMISS
HE WAS EMPLOYED LAST WEEK,WEEK LAST HE EMPLOY FINISH
HE WAS FORCED TO TRAVEL,PAST TRAVEL HE FORCE
HE WAS HIT BY A METAL ROD,PAST HE METAL ROD HIT
HE WAS RELIEVED WHEN HIS SON WAS PULLED OUT OF THE WELL,PAST WELL THERE SON HIS PULL RELIEF HE FEEL
HE WAS SENT TO PRISON,PAST PRISON HE SEND
HE WAS STRANGLED,PAST HE STRANGLE FINISH
HE WAS TOLD TO CHOOSE HIS FRIENDS WISELY,PAST HIM TELL FRIEND WISE CHOOSE
HE WAS TOLD TO CHOOSE HIS FRIENDS WISELY,FRIEND HIS WISE CHOOSE HE TELL
HE WAS TOLD TO INCREASE THE VOLUME,PAST VOLUME INCREASE HE TELL
HE WAS TOLD TO SIT NEXT TO OMOLLO,HE TELL NEXT OMOLLO SIT
HE WAS TOLD TO SIT NEXT TO OMOLLO,OMOLLO NEXT SIT HE TELL
HE WENT BACK TO HIS DUTY,PAST DUTY HIS BACK HE GO
HE WENT TO SCHOOL UPTO PRIMARY LEVEL,PAST SCHOOL HIM GO TILL LEVEL PRIMARY
HE WENT TO THE HOSPITAL BECAUSE HE WAS SICK,PAST HOSPITAL HE GO BECAUSE HE SICK
HE WILL COME SOON,SOON HE COME
HE WILL HOOT WHEN HE ARRIVES AT YOUR GATE,TIME GATE YOURS HE ARRIVE/TWICE HE HOOT
HE WILL LEAD THAT TEAM TOMORROW,TOMORROW TEAM THAT HE LEAD
HE WILL REPRESENT THE PRINCIPAL AT THE MEETING,TIME MEETING/PRINCIPAL HE REPRESENT
HE WILL SUPERVISE THE WORK TOMORROW,TOMORROW WORK HE SUPERVISE
HE WILL TRAVEL TO AMERICA IN MAY, MAY AMERICA HE TRAVEL
HE WILL TRAVEL TO AMERICA ON TUESDAY,TUESDAY AMERICA HE TRAVEL  
HE WILL TRAVEL TO THE VILLAGE WITH HIS SIBLINGS,FUTURE HE SAME SIBLING HIS VILLAGE TRAVEL
HE WILL USE THAT MATERIAL TO MAKE A DRESS,FUTURE DRESS MAKE MATERIAL THAT USE
HE WOKE UP AT DAWN,DAWN HE WAKE UP
HE WORKED HARD TO EMERGE THE BEST,PAST HARD HE WORK BEST EMERGE
HE WORKS IN A POST OFFICE,POST OFFICE HE WORK
HE WORKS IN PARLIAMENT,PARLIAMENT THERE HE WORK
HE WROTE GOOD REMARKS,PAST REMARK GOOD HIM WRITE
HEAVEN AND EARTH GIVES GLORY TO GOD,HEAVEN SAME EARTH GLORY GOD GIVE
HEAVEN IS A BEAUTIFUL PLACE,HEAVEN PLACE BEAUTIFUL
HEAVEN IS A NICE PLACE,HEAVEN PLACE NICE
HEAVEN IS A WONDERFUL PLACE,HEAVEN PLACE WONDERFUL
HEAVEN IS REAL,TRUE HEAVEN REAL
HEAVY SECURITY WILL BE DEPLOYED TO THE BOARDER,FUTURE SECURITY HEAVY BOARDER DEPLOY
HEAVY TRUCKS ARE IN KENYA,TRUCK TRUCK HEAVY KENYA HAVE
HELICOPTER LANDED IN OUR VILLAGE,PAST VILLAGE OUR HELICOPTER LAND
HELLO HOW ARE YOU,HELLO/YOU HOW
HELP ME EARPHONES,EARPHONE ME HELP
HELP ME FETCH FIREWOOD,FIREWOOD FETCH ME YOU HELP
HELP ME FIND THE PATTERN,PATTERN FIND HELP
HELP ME SOLVE THIS SUM,SUM THIS YOU SOLVE HELP
HELP ME WITH THIS WORK,WORK THESE ME YOU HELP
HER ADVISOR IS NOT A GOOD PERSON,HER PERSON GOOD NOTHING
HER ANSWER IS CORRECT,ANSWER HER CORRECT
HER BEST FOOD IS RICE,RICE FOOD BEST HERS
HER BOSS FIRED US,PAST BOSS HER US FIRE
HER BROTHER IS CLEVER,BROTHER HER CLEVER
HER CHEEKS WERE SWOLLEN,PAST CHEEK CHEEK HER SWELL
HER COLLAR IS DIRTY,COLAR HERS DIRTY
HER COMPLEXION IS FAIR,COMPLEXION HER FAIR
HER DAUGHTER WAS KIDNAPPED BY THUGS,THUG THUG DAUGHTER HER KIDNAP
HER DAUGHTER WAS KIDNAPPED BY THUGS,PAST DAUGHTER HER THUG THUG KIDNAP
HER DRESS IS NEAT,DRESS HER NEAT
HER DRESS IS NICE,DRESS HERS NICE
HER DRESS IS SHORT TODAY,TODAY DRESS HER SHORT
HER FATHER IS A PROFESSOR AT THE UNIVERSITY,UNIVERSITY THERE FATHER HER PROFESSOR
HER FATHER IS SITTING ON THE VERANDER,NOW VERANDER FATERS HERS SIT
HER FAVORITE COLOUR IS PINK,FAVORITE COLOUR HER PINK
HER FOOD IS DELICIOUS,FOOD HER DELICIOUS
HER GIRLFRIEND IS BORING,GIRLFRIEND HER BORING
HER HEALTH IS BAD,HEALTH HER BAD
HER KIDNEYS HAVE FAILED,KIDNEY KIDNEY HERS FAIL FINISH
HER KIDNEYS HAVE FAILED,KIDNEY KIDNEY HER FAIL FINISH
HER OBJECTIVE IS TO PASS EXAMS,OBJECTIVE HER EXAM PASS 
HER PARENTS WERE EMBARRASSED BY HER BEHAVIOR,PAST BEHAVIOUR HER PARENT HERS EMBARRASS
HER PRICES ARE FAIR,PRICE HER FAIR
HER SCHOOL IS THIS,SCHOOL HERS THIS
HER SHOE POLISH IS LOST,SHOE POLISH HER LOST
HER SICKNESS IS AFFECTING US,US SICKNESS HERS AFFECT
HER SITUATION IS GETTING SERIOUS EVERYDAY,EVERYDAY SITUATION HER SERIOUS BECOME
HER SKIN LOOKS PALE,SKIN HER PALE
HER STOMACH IS EMPTY,STOMACH HER EMPTY
HER STORY IS TRUE,STORY HERS TRUE
HER STORY IS TRUE,STORY HER TRUE
HER SWEATER IS LOOSE,SWEATER HERS LOOSE
HER TABLE IS BROKEN,TABLE HERS BROKEN FINISH
HER VOICE IS CLEAR,VOICE HER CLEAR
HER VOICE SOUND FAMILIAR,VOICE HER FAMILIAR  SOUND
HER WEIGHT LOSS IS SHOCKING,WEIGHT LOSS HER SHOCKING
HER WORK IS IMPERFECT,WORK HER PERFECT ZERO
HER WORK WAS ERASED,PAST WORK HERS ERRASE
HERD THE CATTLE IN THE FIELD,FIELD THERE CATTLE HERD
HERE IS THE REPRESENTATION,REPRESENTATION HERE
HERE IS THE TABLE SPOON,TABLE SPOON HERE
HE'S AN OPTICIAN,HE OPTICIAN
HES URINATING BLOOD,BLOOD HE URINATE
HIDE THE BOOKS,BOOK BOOK HIDE
HIGH SHOES ARE SMART,SHOE HIGH SMART
HINDU PRAY IN THE TEMPLE,TEMPLE HINDU PRAY
HIPPOPOTAMUS HAVE A BIG MOUTH,BIG MOUTH HIPPOPOTAMUS HAVE
HIPPOPOTAMUS LIVE IN BOTH LAND AND WATER,LAND SAME WATER HIPPOPOTAMUS LIVE
HIS ACCUSATION IS NOT TRUE,ACCUSATION HIS TRUE ZERO
HIS ANCESTORS LIVE IN UGANDA,UGANDA ANCESTOR ANCESTOR HIS LIVE
HIS BEHAVIOR DISAPPOINTED US,PAST US BEHAVIOUR HIS DISAPPOINT/
HIS BLOOD PRESSURE IS HIGH,BLOOD PRESSURE HIS HIGH
HIS BLOOD WAS SHADE,PAST BLOOD HIS SHADE
HIS BROTHER WORKS AT THE OFFICE OF THE PRESIDENT,PRESIDENT OFFICE THERE BROTHER HIS WORK
HIS CHEEK IS ACHING,CHEEK HIS ACHE
HIS CHEWING IS DISGUSTING,CHEWING HIS DISGUSTING
HIS COUSIN IS VERY JOVIAL,COUSIN HIS JOVIAL A LOT
HIS DEODORANT SMELLS NICE,DEODORANT HIS SMELL NICE
HIS EXPLANATION WAS CLEAR,PAST EXPLANATION HIS CLEAR
HIS FAMILY IS VERY BIG WITH ELEVEN CHILDREN,FAMILY HIS BIG/CHILDREN ELEVEN HAVE
HIS FATHER GAVE HIM A STRIP OF LAND,PAST HIM LAND STRIP FATHER HIS GIVE
HIS FEVER IS HIGH,FEVER HIS HIGH
HIS FINGERS ARE SHORT,FINGER HIS SHORT
HIS HAT IS YELLOW,HAT HIS YELLOW
HIS HOUSE HAD A BAD SMELL,PAST HIS HOUSE BAD SMELL HAVE
HIS JOKES ARE NOT FUNNY,JOKE JOKE HIS FUNNY NOTHING
HIS LEG WAS AMPUTATED,PAST LEG HIS AMPUTATE TRUE
HIS MAJOR FOCUS MUST BE HIS STUDIES,STUDY HIS/MAJOR FOCUS HIS MUST
HIS MOTHER IS SICK,MOTHER HIS SICK
HIS NAME IS COMPLEX,NAME HIS COMPLEX
HIS PAIR OF TROUSER IS GREY,TROUSER HIS GREY
HIS PARENTS HAVE DIVORCED,PARENTS HIS DIVORCED FINISH
HIS RESIGNATION WAS NOT ACCEPTED,PAST RESIGNATION HIS ACCEPT NOTHING
HIS SHIRT IS TIGHT,SHIRT HIS TIGHT
HIS SKIN IS PALE,SKIN HIS PALE TRUE
HIS SKIN TURNED PALE WHEN HE WAS SICK,TIME SICK SKIN HIS PALE TURN
HIS SKIN TURNED PALE WHEN HE WAS SICK,PAST HE SICK SAME SKIN HIS YELLOW TURN
HIS SON HAS NO DISCIPLINE,SON HIS DISCIPLINE NOTHING
HIS SON LOVES A BICYCLE,BICYCLE SON HIS LOVE
HIS SPEECH WAS GOOD,SPEECH HIS GOOD
HIS STOOL HAS RINGWORMS,STOOL HIS RINGWORM RINGWORM HAVE
HIS SWIMMING COSTUME GOT LOST,PAST SWIMMING COSTUME HIS LOST
HIS TEETH ARE BROWN,TOOTH TOOTH HIS  BROWN 
HIS TEETH ARE DECAYING,TEETH HIM DECAY
HIS TEETH ARE ROTTEN,TOOTH TOOTH HIS ROT FINISH
HIS TONGUE IS HANGING,NOW TONGUE HIS HANG TRUE
HIS TORCH HAS A BRIGHT LIGHT,LIGHT BRIGHT TORCH HIS HAVE
HIS TRAP CAUGHT ONLY A HERE,TRAP HIS HERE ONLY CATCH
HIS TROUSER IS TOO BIG,TROUSER HIS BIG
HIS WIFE LIVES IN HOMABAY,WIFE HIS HOMABAY LIVE
HISTORY IS A BOOSTER SUBJECT,HISTORY SUBJECT BOOST
HISTORY OF LANGUAGES IS LOGICAL, LANGUAGE HISTORY  LOGICAL
HIT THE BALL TO THE NEXT PLAYER,PLAYER NEXT BALL HIT
HIT THE TARGET,TARGET HIT
HITTING MY FINGER WAS SO PAINFUL,PAST FINGER MINE HIT PAIN FEEL
HIV AND AIDS HAS NO CURE,HIV SAME AIDS CURE NOTHING
HIV/AIDS HAS NO CURE,HIV/AIDS CURE HAVE NOTHING
HOCKEY IS A DANGEROUS GAME,HOCKEY DANGEROUS GAME TRUE
HOLD ON A BIT,WAIT SMALL
HOLD ON TO THAT WHICH IS GOOD ONLY,GOOD ONLY THIS HOLD ON POSSIBLE
HOLD ON TO THAT WHICH IS GOOD ONLY,GOOD ONLY HOLD ON
HOLD THE PEN IN YOUR LEFT HAND,HAND LEFT YOUR PEN HOLD
HOLD YOUR FRIEND AND WALK TOGETHER,FRIEND YOUR HOLD SAME TOGHETHER WALK
HONEY IS AT MY PLACE,PLACE MINE HONEY THERE
HONEY IS BEING SUCKED,NOW HONEY SUCK
HONEY IS SWEET,HONEY SWEET
HOP ON ONE FOOT,FOOT ONE HOP
HORSES ARE USED FOR TRANSPORTATION,HORSE HORSE TRANSPORT USE
HOSANNA IN THE HIGHEST,HOSANNA HIGH HIGH
HOUSES ARE EXPENSIVE IN URBAN CENTERS,URBAN CENTERS HOUSES EXPENSIVE
HOW CAN YOU ADVICE ME,ME YOU ADVICE HOW?
HOW CAN YOU EAT RAW MEAT?,MEAT RAW YOU EAT HOW---?
HOW CAN YOU HIT A DRUM WITHOUT A STICK?,DRUM YOU HIT STICK NOTHING HOW---?
HOW DID YOU SHAVE YOUR HAIR?,HAIR YOUR YOU SHAVE HOW___?
HOW DO YOU DOWNLOAD INFORMATION?,INFORMATION YOU DOWNLOAD HOW
HOW DOES THIS MACHINE FUNCTION?,MACHINE THIS FUNCTION HOW--?
HOW IS HIS BEHAVIOR?,BEHAVIOUR HIS HOW
HOW IS YOUR SON?,SON YOUR HOW---?
HOW MANY PEOPLE ARE IN CHURCH TODAY?,TODAY CHURCH THERE PEOPLE HOW MANY---?
HOW MANY SPOONS DID YOU GET?,SPOON HOW MANY YOU GET---?
HOW MANY VOWELS DO WE HAVE?,VOWEL WE HAVE HOW MANY
HOW MUCH HAVE YOU BARGAINED THIS SHIRT FOR?,SHIRT THIS MONEY HOW MUCH YOU BARGAIN---?
HOW MUCH IS THIS BUNCH?,BUNCH THIS HOW MUCH?
HOW WILL HE MANAGE THE FACTORY?,FUTURE FACTORY HE MANAGE HOW
HUMAN BEINGS WALK USING THEIR LEGS,HUMAN BEING LEG USE WALK
HUMAN BEINGS WALK USING THEIR LEGS,PEOPLE LEG THEIR WALK USE
HURRY TO CLASS AND SIT,CLASS HURRY SAME SIT
HYENAS EAT OTHER ANIMALS,ANIMAL OTHER HYENA EAT
HYENAS FEED A LOT,HYENA HYENA FEED A LOT
I ACCEPTED HIS PROPOSAL,PAST PROPOSAL HIS ME ACCEPT
I ACCIDENTALLY LET THE PLATE SLIP OUT OF MY HANDS,PLATE HAND MINE SLIP ACCIDENT HAPPEN
I ACCIDENTALLY LET THE PLATE SLIP OUT OF MY HANDS,PLATE HAND MINE SLIP ACCIDENT ME LET
I ACTED IMMEDIATELY I HEARD THE NEWS,PAST NEWS ME HEAR/IMMEDIATELY ACT
I ADDRESSED THE PRESS,PAST PRESS ME ADDRESS
I ADMIRE YOUR COURAGE,COURAGE YOURS ME ADMIRE
I AGREE WITH YOUR IDEA,IDEA YOURS ME AGREE
I ALMOST FELL DOWN,PAST FALL ME ALMOST
I ALWAYS BARGAIN BEFORE BUYING ANYTHING,ALWAYS BEFORE ANYTHING BUY ME BARGAIN
